311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
778326,90023,VnmAYgG7-TuPDCba29fqxg,TXV5mRFOGjwY7igrPjkKVA,5
779364,126703,VqcyQnhHGytm0kMw1rx2uQ,ewmTwsZqCHH2gvCeDKz0dw,5
779369,166240,VqdcY3JPaWOwGnpqR_Fb4w,sOdUwahvcdUgfFDm-oevuQ,3
779369,35052,VqdcY3JPaWOwGnpqR_Fb4w,Aw3YYxmIbt-LTtjrNWouHA,3
779369,58280,VqdcY3JPaWOwGnpqR_Fb4w,IjrDMX2cjBDs1mLKQpq-hQ,2
779369,117494,VqdcY3JPaWOwGnpqR_Fb4w,bm_PGQMGMjylitqkNIEzTw,3
779369,153452,VqdcY3JPaWOwGnpqR_Fb4w,o0Y5O_D8RQCx0NEwqPjASQ,3
779369,130561,VqdcY3JPaWOwGnpqR_Fb4w,gG9z6zr_49LocyCTvSFg0w,4
779369,25491,VqdcY3JPaWOwGnpqR_Fb4w,7ig1QGYCgJV-L_5iMtVdgw,1
779369,71914,VqdcY3JPaWOwGnpqR_Fb4w,NOdSt1Ku8s272TIT9TNzgA,1
779369,101641,VqdcY3JPaWOwGnpqR_Fb4w,XSCYYvstSpCVW8wC7rJT7w,3
779369,89395,VqdcY3JPaWOwGnpqR_Fb4w,TJwMIZiGB2FA5bJvn444EA,1
779369,43705,VqdcY3JPaWOwGnpqR_Fb4w,DrJ6xjGcQJfMllS19S527Q,1
779516,52300,Vr1Ad9xER7QClM_GD_hRoQ,GhWMl0J2gOOH61BhBMTAAA,1
779753,82562,VraXYNKlYVqIraK4DjzMoQ,R073RHVTWuUc_JabjD0bsA,5
779781,111609,Vrgmqs1cSnvSctkPzkGOMQ,_olByA0m1rBsmByHd8QGtQ,5
779781,109544,Vrgmqs1cSnvSctkPzkGOMQ,_6n27rKvvDiPzWjcF24onA,5
779947,42889,Vs6tZdutP02GPYpyy3SEdQ,DZwR0EIPKlmC3mMLhTkqcQ,5
780375,60409,VtIQ2P5P01MwtGlgPoI0Zg,JTFFtWy_chbsHTs95yD_2Q,3
780425,94719,VtPl1apOHqcURCDvmargqA,V6p6slLP11_yJjuFPGtEaw,1
780500,167253,VtcIqLkBS-316TYs9EoF4A,sjxNnjKwWn7H6QcsAhhXww,2
780500,68917,VtcIqLkBS-316TYs9EoF4A,MMGnDeqMUNQsLC5V6BINjQ,5
780500,178210,VtcIqLkBS-316TYs9EoF4A,wT1mRdUeZRNgMB81s3dJDw,5
780500,24876,VtcIqLkBS-316TYs9EoF4A,7W8NfY5eKYxrLtfbpkWouA,2
780500,110024,VtcIqLkBS-316TYs9EoF4A,_Gv5HPQBM3fzI9bOUYFYuw,3
780500,30209,VtcIqLkBS-316TYs9EoF4A,9KmvrnyjWTr4sly0Dt770g,2
780500,121847,VtcIqLkBS-316TYs9EoF4A,dIYsRb9Qy09-Fgn4uOfuRw,5
780715,159550,VuBnfRnhfPfy7vmG6YvC7A,q5GKRL_u3YsP8ADaU4uNbw,5
780715,143402,VuBnfRnhfPfy7vmG6YvC7A,kbaXNZLUyVuWbeQxH-NNKw,5
780715,51400,VuBnfRnhfPfy7vmG6YvC7A,GQNkJWhFyIw9J6WGytCARw,5
780715,25996,VuBnfRnhfPfy7vmG6YvC7A,7tNY4BYLA4laqWNV4IWGQg,5
781766,100728,Vx--x0hMeiPA2KGP-sZT0A,X8c23dur0ll2D9XTu-I8Qg,1
781766,87436,Vx--x0hMeiPA2KGP-sZT0A,SeNOJ2zYHziptxLuiRINLg,1
781766,185580,Vx--x0hMeiPA2KGP-sZT0A,yydyoWCY3LJYlPwVLKbJ3Q,1
782156,134190,Vy7NDq2d02a3demTpa1mcQ,hVLFDDA31wYm3Jjz3w74GA,1
783368,146457,W0PVdrWM1U2qU47smg3__g,lepAu9fXw5R93v0b6mj3vQ,1
783508,127893,W0mkD3qeos5GGks_Pf4eDA,fL2vdjn-ApNcsVntxtg4Dg,1
783508,129136,W0mkD3qeos5GGks_Pf4eDA,fkH7X87RFAJrj81nOZPaNw,1
783686,70868,W1G5Bi7PrTeu23cjcYD0jw,N0apJkxIem2E8irTBRKnHw,4
783686,50153,W1G5Bi7PrTeu23cjcYD0jw,G-5kEa6E6PD5fkBRuA7k9Q,3
783813,10121,W1_nc9XUbYLYjHdQ8YFpvw,2To5KDQepjSUpdA5oPPRog,5
783813,1298,W1_nc9XUbYLYjHdQ8YFpvw,-R2kwt0qMnzwEdAfXPvkXg,5
784377,65055,W3-eh7w4v4EC1rtySdrSCw,L2W0QLXIIR5MEmhQwZk-iA,5
784735,80530,W3plzRGiptb1-tI6kvMZrg,QJ6GXAAMkgCZPF0bZk0xLw,5
785242,173610,W5GzSe2Pzhpt87N4D-8U3w,uuGL8diLlHfeUeFuod3F-w,5
785301,32945,W5RBr7NU1_fSkwE_KnzpEQ,AEzBTGx4oJwJl6vsMjOjTg,5
785496,89578,W5xyxrfKeDkd70DAp6Q3HA,TNdUPmSsy5EAJWgRTWTX8g,5
786126,59350,W7Z_HdlXIvv90SHiH6kPXQ,J6qWt6XIUmIGFHX5rQJA-w,4
786153,187446,W7d4W44gn2S2qVPrNKrjBg,zc0sUY7iWuJB93AHWKy_xw,4
786300,133952,W82URWFRcUPTKS7sfKH4Mg,hQ66PZ605HFoaHW0dZAmYQ,5
786300,83410,W82URWFRcUPTKS7sfKH4Mg,RHoFn4B0AfyqyWGYFqeSXA,5
787331,46525,WAvYI7G1QPPNhMHzpokBfQ,EnCIojgP5KTr1leaysFE3A,5
787408,69440,WB7tCuaB3y6YwuvA1sZkag,MXC9pwIxovWUc9yu1F8OxA,4
788313,71503,WDhguXz-8TL6gnVlNOLk0A,NFHlMOEyVsbqY_VQNJFafQ,5
788313,162091,WDhguXz-8TL6gnVlNOLk0A,qx6WhZ42eDKmBchZDax4dQ,4
788545,114306,WEIzCVxUnSu8YIjfilbMMg,aiX_WP7NKPTdF9CfI-M-wg,5
788708,143930,WEmctHG5UhSxPpSxzV-TEg,knJh7agyWMdPyndI9dURjw,1
789547,148205,WHBKMe0RjzcBMdv6MOWQHg,mFrkBUEyop52sYWAQhBm5A,5
789942,130798,WIK6N5PPGKgx29NDOEnQ5w,gLJravrwk28C2WXExAh5iw,1
790198,134091,WJ4tw3H83yyZy0jWV6osZw,hT86CbF0p75wKqgAEbWVrA,1
790198,156023,WJ4tw3H83yyZy0jWV6osZw,oudIKQI8HjqJqiF9pnMmQw,5
790198,140443,WJ4tw3H83yyZy0jWV6osZw,jc4Wlgme6xI0-c1U_AKuBQ,2
790198,32270,WJ4tw3H83yyZy0jWV6osZw,A0X1baHPgw9IiBRivu0G9g,5
790198,55550,WJ4tw3H83yyZy0jWV6osZw,HpK1ILGUm5W129toiRSsXw,1
790198,74667,WJ4tw3H83yyZy0jWV6osZw,OK0ba4X5seibH8oMWh4bhw,5
790198,180164,WJ4tw3H83yyZy0jWV6osZw,x8O-Mll5ksDpeIgtA0XY-w,1
790198,48265,WJ4tw3H83yyZy0jWV6osZw,FNe5PPA9pyj8FjcDefCBpg,5
790198,79042,WJ4tw3H83yyZy0jWV6osZw,Po0QGzgwFrfnGJEi_akCjA,1
790198,127893,WJ4tw3H83yyZy0jWV6osZw,fL2vdjn-ApNcsVntxtg4Dg,1
790198,163334,WJ4tw3H83yyZy0jWV6osZw,rOqY1Vj8sQ6kL9XLVQRslw,4
790198,101530,WJ4tw3H83yyZy0jWV6osZw,XPtSqUo2HGCmp9Fq2Amnkw,5
790198,166503,WJ4tw3H83yyZy0jWV6osZw,sUXs9ATmb423TcxgtMalzQ,5
790198,145235,WJ4tw3H83yyZy0jWV6osZw,lG759ODx7tj6wbS7rYip1g,1
790198,138917,WJ4tw3H83yyZy0jWV6osZw,j5nPiTwWEFr-VsePew7Sjg,4
790198,52825,WJ4tw3H83yyZy0jWV6osZw,GsOPRx4D1MKKP894EAKA-Q,5
790198,25955,WJ4tw3H83yyZy0jWV6osZw,7sb2FYLS2sejZKxRYF9mtg,5
790198,90403,WJ4tw3H83yyZy0jWV6osZw,TeHB4-F_5Mwg1VE2Uzu0Ag,2
790198,117016,WJ4tw3H83yyZy0jWV6osZw,bcJmbFHVAkLFqhJbUTdbyQ,4
790607,54474,WKFGAE6QbOF4uR-s5-CXNg,HSrbuWbiBnkujnfCJPtRHg,5
790607,166826,WKFGAE6QbOF4uR-s5-CXNg,sa9woUs3ms2tc0-R5zOa2A,5
790607,66275,WKFGAE6QbOF4uR-s5-CXNg,LU53AhAlVgUiCsVfZy872w,5
790972,58549,WLEpMGNnvZLwbEArWjm-ng,Ipkl7KtlqxCe8bMMkwHwPQ,5
791079,175536,WLa68POrwLnF26tTy8hSyQ,vZLAmpN-hTI3GCT9hlHVUA,2
791912,111768,WNtzKBJH---PJ5hxVt107w,_sOni_t0FvAQuUDBEGe3Gg,2
792751,147988,WQ7z8UzDkc3F2zzIzLDIug,mBHYTLynxk-Ryq56QIx6cw,5
793422,138663,WRzKQviFDozi4PdFSQskLQ,j0baDQfMAGDm_QGdFMmb-Q,5
793609,134851,WSTRAhU-HW_u6yNRI7cPqQ,hihud--QRriCYZw1zZvW4g,5
793922,132851,WTKlIJBzLFgeIQBCaCMvTw,h1VTkQnZ7CSb3jl_MdsFhg,5
794084,25594,WThUCJfqNAQa8_cAQvY3OA,7l-CCyNnvT86GMR5EtYjog,4
794084,145478,WThUCJfqNAQa8_cAQvY3OA,lKom12WnYEjH5FFemK3M1Q,2
794084,82348,WThUCJfqNAQa8_cAQvY3OA,QvxBnMcBPP1z_NAIYCqqdA,4
794084,150081,WThUCJfqNAQa8_cAQvY3OA,mt9mrG8wALTzD3YYGim3mQ,4
794084,172024,WThUCJfqNAQa8_cAQvY3OA,uNdSh3tpvbkxWj-xLoEzvQ,4
794084,89821,WThUCJfqNAQa8_cAQvY3OA,TSnKwZnpX6SHbKsFKjV-0Q,5
794084,116866,WThUCJfqNAQa8_cAQvY3OA,bZtukyhyV1oVmUU3yRBPbQ,5
794084,96863,WThUCJfqNAQa8_cAQvY3OA,Voeq7aGDmCGMjE_SQiHwRA,5
794213,23752,WU2HN40AJ61Gk7yAI8q_mA,77h11eWv6HKJAgojLx8G4w,4
794213,114975,WU2HN40AJ61Gk7yAI8q_mA,awI4hHMfa7H0Xf0-ChU5hg,5
794213,34016,WU2HN40AJ61Gk7yAI8q_mA,AaLvYFsLuyO1uGk0QLxN5A,4
794321,133384,WUL9oQsWK-l_4-MGPDZUbw,hDlRzzxfVkVNjnveJ8sLmg,4
794321,57066,WUL9oQsWK-l_4-MGPDZUbw,IMLrj2klosTFvPRLv56cng,5
794382,30650,WUV46OcrYt6K_DN4qfkQYg,9UIpDZwvIZ0dEVF0NxamLg,2
794382,100469,WUV46OcrYt6K_DN4qfkQYg,X2ptpkcla0XFftCAJG6aMA,3
794382,134538,WUV46OcrYt6K_DN4qfkQYg,hbfrNa3AtaR0cCU0myREPA,3
794382,87756,WUV46OcrYt6K_DN4qfkQYg,SlNVQmdzHfMKI_uPQoC28A,3
794382,152406,WUV46OcrYt6K_DN4qfkQYg,nez7DOn1hQ29H6pT594a2g,5
794382,177799,WUV46OcrYt6K_DN4qfkQYg,wKx2qCvHthF5O6WPgMU6iQ,4
794382,99327,WUV46OcrYt6K_DN4qfkQYg,WeUIaYtfyeX9eQKw_5xeiQ,3
795701,74625,WY2vb7llr4xO8JDmKdHDzQ,OJ6zfenoK-eBNI7vvNrOsg,2
795701,108132,WY2vb7llr4xO8JDmKdHDzQ,ZdaZwXC0FByDY3EwNELphw,5
796012,85439,WYs7b-XOYfoSf_A4fh1j-Q,RztX0zV7ObHZD08SDUhI0Q,2
796012,137737,WYs7b-XOYfoSf_A4fh1j-Q,ihmSghXYrD3j1HUrhw1QDw,5
796012,33434,WYs7b-XOYfoSf_A4fh1j-Q,APXWKd1N-COyUdncd_FdyQ,2
796068,5588,WZ20uYoHqCmOZSdhprXtMw,0uBsXOFXBIscojMipiumeA,4
796068,110401,WZ20uYoHqCmOZSdhprXtMw,_OoQ31fIoy3dK96rP6vtFQ,5
796068,174837,WZ20uYoHqCmOZSdhprXtMw,vKKIO3Dc8m6i1C9UYwJzSQ,3
796068,129188,WZ20uYoHqCmOZSdhprXtMw,fl34c5BlCWmSL_BQk-cnaQ,3
796068,85840,WZ20uYoHqCmOZSdhprXtMw,S76vqhSrUZSU8rhgXKV34A,1
796880,13832,WaLZ1loBiCIkqs9k6_8WLg,3kdSl5mo9dWC4clrQjEDGg,5
796880,146743,WaLZ1loBiCIkqs9k6_8WLg,llPgXTDX8NAEbh80-wGzYQ,5
796880,41643,WaLZ1loBiCIkqs9k6_8WLg,D8a2usm9b-j89W9IrJ_Evw,4
797241,173006,WbKKJNRPIHB6l7csIV-2qQ,uhb7nSskHRm5RFbGkGlGwQ,2
797241,152483,WbKKJNRPIHB6l7csIV-2qQ,ngs16C2M_uTq2zXamltHVw,5
797251,52565,WbLoziaswdKnZvTlfRTHzw,GmdujALb1Nq2RHGr7jhCaA,1
797299,28803,WbTdWnZSYLKnWf8Ejhyq9Q,8rIDfnWHSo-K0Xb9Y1gjrA,4
797353,79160,Wbc4xdw_fGXGvhZoEmZpmQ,PqenTClWPJVxw0_XWr5WHg,5
797353,61912,Wbc4xdw_fGXGvhZoEmZpmQ,JyxHvtj-syke7m9rbza7mA,2
797381,119737,Wbg-HD8YzCjsoMuTwGmzlw,cYwJA2A6I12KNkm2rtXd5g,3
798235,104618,We23rY9l226TqadqCuE-zQ,YRiQtFNteLUUEiGkdQ23vg,1
799753,10065,Wi1ebdDowpmC1qkbNsQRBA,2SbyRgHWuWNlq18eHAx95Q,5
799958,46029,Wie0FE02QjWnrMemBDLKgQ,EcrfdFula0iNyPN-L6eZRw,5
800513,184616,WkA2n-Q0DbXDw1qWBQz3Nw,ydhgMcBh4A_eihzEAg9LLQ,5
800570,59350,WkIHZS9OkXXzIfGoH1XPcw,J6qWt6XIUmIGFHX5rQJA-w,5
800909,128571,WlDARpCLkOBGqa20X8b3hA,fZadRslL_7WwgZfVD6DYnw,2
800909,85045,WlDARpCLkOBGqa20X8b3hA,RqmORv3974ZDC6Zh4nSQwg,4
800909,157121,WlDARpCLkOBGqa20X8b3hA,pHDLRIG2Xu1_1mkGAbyEmw,4
800942,181980,WlHJWwGBuWYdy49MoQ6pKg,xkVMIk_Vqh17f48ZQ_6b0w,5
801033,158729,WlX5kqJ2l2BgrtI4lF8gJw,poYsvuOmVDqF4dTnjJ780A,5
801352,66941,WmKM-OWtO6iSy5abzrUCUQ,LgRiEJPaocDHyRLLOh9iMQ,5
801416,130596,WmUrzQWrMe3gqQpbPsyPIg,gGt00WW8sNY2Sop7jYa7Tw,5
801416,28078,WmUrzQWrMe3gqQpbPsyPIg,8b5ll2kjXfjgFIqWsjkr8Q,4
801416,122645,WmUrzQWrMe3gqQpbPsyPIg,d_L-rfS1vT3JMzgCUGtiow,3
801416,32765,WmUrzQWrMe3gqQpbPsyPIg,ABJjxuO6oh5D9R48-eAUdQ,3
801416,153273,WmUrzQWrMe3gqQpbPsyPIg,nxz2oOD3sryU5evFAYmmLQ,4
801416,95691,WmUrzQWrMe3gqQpbPsyPIg,VR8QvH2g-jEG5EfMzA_G9w,4
801416,122487,WmUrzQWrMe3gqQpbPsyPIg,dWk0mbhj79pK3WBp5oLtpw,4
801416,99237,WmUrzQWrMe3gqQpbPsyPIg,Wc7Hld-DTJbss8CndeIylw,5
801416,70336,WmUrzQWrMe3gqQpbPsyPIg,MqYYYNA-ZYvV-1w5qcmMoA,3
801416,33142,WmUrzQWrMe3gqQpbPsyPIg,AJVS93SEUPzn63m2ogYNwQ,3
801416,119737,WmUrzQWrMe3gqQpbPsyPIg,cYwJA2A6I12KNkm2rtXd5g,2
801416,103788,WmUrzQWrMe3gqQpbPsyPIg,YAJzBGvqT3dT_qAg6u8E1A,4
801416,34518,WmUrzQWrMe3gqQpbPsyPIg,Akl6WDSUwYQ3zanxczLNSg,4
801416,117864,WmUrzQWrMe3gqQpbPsyPIg,buacGSEw8yLGJo8g-i02wg,5
801416,170834,WmUrzQWrMe3gqQpbPsyPIg,u-67zd1ImTv3EEr5kIdWrA,2
802060,127876,Wo8PpTxMt5TZOIyblWW_9Q,fKm6mfATDJRDDQH0PtZeeQ,1
802141,88514,WoKCLSctS7G2547xKcED-Q,T0dN9-NfwF_YD2fSQRu9AQ,2
802141,121991,WoKCLSctS7G2547xKcED-Q,dLc1d1zwd1Teu2QED5TmlA,3
802141,18274,WoKCLSctS7G2547xKcED-Q,5H1gvB-TB_sHWasXdS64Uw,5
802141,101685,WoKCLSctS7G2547xKcED-Q,XT3dn-9UsGhiEy-_ZU_M_Q,3
802141,117096,WoKCLSctS7G2547xKcED-Q,beIMwKKAzii12mS6MY4XgQ,4
802141,125225,WoKCLSctS7G2547xKcED-Q,eRoOfy-lQso6N3GiUY_c3w,4
802141,181653,WoKCLSctS7G2547xKcED-Q,xd94CG9wqwLQvPsrSC1l9A,4
802141,108994,WoKCLSctS7G2547xKcED-Q,Zvlj-r49ftG7FNCpxKoUiA,3
802141,378,WoKCLSctS7G2547xKcED-Q,-7H-oXvCxJzuT42ky6Db0g,4
802141,44949,WoKCLSctS7G2547xKcED-Q,EGC8np_WPMfp0ndWHDEwFA,4
802141,143850,WoKCLSctS7G2547xKcED-Q,klb1XHe_KKgEcpp02vkdYQ,4
802141,96947,WoKCLSctS7G2547xKcED-Q,VqZ-L3HXJlbZGRHs2DiT7g,3
802141,26632,WoKCLSctS7G2547xKcED-Q,85nvKTJSN8byoeGRxzGkug,4
802141,118012,WoKCLSctS7G2547xKcED-Q,by7BOr074_BKz7hkRIi9WQ,3
802141,139300,WoKCLSctS7G2547xKcED-Q,jDqaz1jKdeWk_fTVCzc1Pg,2
802141,56972,WoKCLSctS7G2547xKcED-Q,IKA-wA459qPdRh7Bgl90ow,3
802141,66113,WoKCLSctS7G2547xKcED-Q,LQFmktF43j2NPncKdNd9mg,4
802141,101196,WoKCLSctS7G2547xKcED-Q,XItYW5ul3OW_AqpT2nDbBQ,4
802141,18416,WoKCLSctS7G2547xKcED-Q,5JzXF2Uz3P1_Fo9xs83HuA,4
802141,22861,WoKCLSctS7G2547xKcED-Q,6pKR-h3KN7AwgGOOYBbE2A,5
802141,71855,WoKCLSctS7G2547xKcED-Q,NN0d_nZ7dX9pS67q4pHbFg,3
802141,163175,WoKCLSctS7G2547xKcED-Q,rLZDtOjCPhXZx1ldZKFzJA,2
802141,38928,WoKCLSctS7G2547xKcED-Q,CFtZH4Skp9z3o4ToSywI4w,4
802141,90903,WoKCLSctS7G2547xKcED-Q,TpZO3sokGBg8mDYyTRiGiQ,2
802141,15177,WoKCLSctS7G2547xKcED-Q,4CXnWcTTgwBkkcQT6_6ppA,5
802141,33671,WoKCLSctS7G2547xKcED-Q,AUmfp8JRMubNrPqSGY1bgQ,4
802141,154542,WoKCLSctS7G2547xKcED-Q,oP0GoJcjFmxNAmf2y6VilQ,4
802141,86850,WoKCLSctS7G2547xKcED-Q,STCQj928qKb8Sj1TTLuwQA,3
802141,28416,WoKCLSctS7G2547xKcED-Q,8iVd6gMWKGGU9SL55B4vjg,4
802141,71859,WoKCLSctS7G2547xKcED-Q,NN6HpdvQlGZUVjBwzhgUWQ,4
802141,103152,WoKCLSctS7G2547xKcED-Q,XxoVuGxIRg0e9RevFhWFag,4
802141,69862,WoKCLSctS7G2547xKcED-Q,MfgewgMdqCx_JWk--6PgfA,4
802141,132239,WoKCLSctS7G2547xKcED-Q,gqKY69C4xVZsIrUxcuw3lw,4
802141,16565,WoKCLSctS7G2547xKcED-Q,4ggOHxvlxnF0a00hDDVbnQ,3
802141,170465,WoKCLSctS7G2547xKcED-Q,tsDdetbc4qtzgAPtcLH87A,2
802141,155084,WoKCLSctS7G2547xKcED-Q,o__g2Q64FnNc_Q4O70EhbQ,5
802141,175208,WoKCLSctS7G2547xKcED-Q,vSN3n35-3WPX3Ntf-X6jaA,3
802141,50826,WoKCLSctS7G2547xKcED-Q,GE4ayzlAHlTJEYnRAojZyA,5
802141,50981,WoKCLSctS7G2547xKcED-Q,GH_GGx54q-U_NZ_A3znakg,4
802141,106363,WoKCLSctS7G2547xKcED-Q,Z2NIEKTVVP2nEmOF4jNxqQ,5
802141,47495,WoKCLSctS7G2547xKcED-Q,F6c3D1o9Z4Tl6cDorb3WgA,4
802141,138403,WoKCLSctS7G2547xKcED-Q,ivugOYd-QcXVEfnm1OyqZA,4
802141,87931,WoKCLSctS7G2547xKcED-Q,SpDSWxO4rLUCRAa3K6wC1Q,3
802141,130862,WoKCLSctS7G2547xKcED-Q,gMYIMk9hpkNKTbdfP0MYRQ,5
802141,51373,WoKCLSctS7G2547xKcED-Q,GPoF-Bubt3r289NpTGAcsw,5
802141,171114,WoKCLSctS7G2547xKcED-Q,u4sTiCzVeIHZY8OlaL346Q,4
802141,158593,WoKCLSctS7G2547xKcED-Q,plHKBwA18aWeP-TG8DC96Q,3
802141,156935,WoKCLSctS7G2547xKcED-Q,pCwOCE-cycl6cMEa9O6bZQ,4
802141,187118,WoKCLSctS7G2547xKcED-Q,zWFuGjtmzekVBTL0muNsXw,5
802141,66812,WoKCLSctS7G2547xKcED-Q,LdYP5VXGBB4l_gypkLuzhQ,3
802141,168366,WoKCLSctS7G2547xKcED-Q,t7zt6AgybRzdPtj7fh_aJg,4
802141,52260,WoKCLSctS7G2547xKcED-Q,GghMYcxRa-idHDb6kqP4BA,3
802141,152256,WoKCLSctS7G2547xKcED-Q,nbsjdiUunohQX1JAxsqpMw,4
802141,151993,WoKCLSctS7G2547xKcED-Q,nXgyXL-OXk6NGi477xt5eA,5
802141,37740,WoKCLSctS7G2547xKcED-Q,Bqz24USKl4Rpb2nfGKo1XA,5
802141,75715,WoKCLSctS7G2547xKcED-Q,Oft6C2yq-1AmcqmutODGIQ,4
802141,171529,WoKCLSctS7G2547xKcED-Q,uDOVASe87LwFFl3Wau5AXg,5
802141,160158,WoKCLSctS7G2547xKcED-Q,qHseX2NHeUUedIgs_VasZA,5
802141,157614,WoKCLSctS7G2547xKcED-Q,pSAoDrxX7Q5VRe-7gpDpOw,4
802141,172066,WoKCLSctS7G2547xKcED-Q,uO_OX2DXmzo2c72YpbXe1A,4
802141,60721,WoKCLSctS7G2547xKcED-Q,JZwPJyoJnqlfjCsrnSUmNw,5
802141,104322,WoKCLSctS7G2547xKcED-Q,YLBW5aDryoXP3Haqc_2FLw,3
802141,8417,WoKCLSctS7G2547xKcED-Q,1swoSKie61IGamgmR9oUaw,5
802141,69836,WoKCLSctS7G2547xKcED-Q,Mf1tLeJhoab7fN2r7rGB7g,3
802141,35293,WoKCLSctS7G2547xKcED-Q,B0FOnsE8Lnxp0NwSC2rkUg,3
802141,129036,WoKCLSctS7G2547xKcED-Q,fiRbomFAAtfTYOTTtnDUcA,4
802141,102661,WoKCLSctS7G2547xKcED-Q,Xn6T7Xs7-KjZDHsz0fUlCg,5
802141,92831,WoKCLSctS7G2547xKcED-Q,UUBBPP19I288ykV9Iqr1jg,5
802533,35648,WpNVsqjPnoIJbIxuRdcz2g,B7pVrERldmQmrbkSU_wjgg,1
802580,65741,WpVHo5GBcX8y3-A-_bdVDQ,LHVfdNRDiQfRpDyHyzvI5A,3
802580,152415,WpVHo5GBcX8y3-A-_bdVDQ,nfDPXxOOVAU6OpI9sl3Flw,5
802580,187670,WpVHo5GBcX8y3-A-_bdVDQ,zgGoxOsThXKAcs2lAgC9yg,2
802580,178898,WpVHo5GBcX8y3-A-_bdVDQ,whAwdYVty-jSNRhrYT2zHA,5
802580,60777,WpVHo5GBcX8y3-A-_bdVDQ,Ja4stXdNYr39u5CZHMNtjw,1
802580,74932,WpVHo5GBcX8y3-A-_bdVDQ,OQ2QdaD0StfptJXv15KSkw,3
802580,97762,WpVHo5GBcX8y3-A-_bdVDQ,W7Dt3b6H_pMIHfxn49Pkzg,2
802580,184347,WpVHo5GBcX8y3-A-_bdVDQ,yZAGhlsrmupLbrgdKm6reg,3
802580,5079,WpVHo5GBcX8y3-A-_bdVDQ,0jAexNHRHhkQv4zNYqenBA,1
803543,50636,Ws9kVvOisRAkBNB1DyOvOw,G9zwRB1iXMdwAMCdFJHFWw,4
803543,151674,Ws9kVvOisRAkBNB1DyOvOw,nR4cRwoaqBX0HGm1merm9Q,4
803543,183174,Ws9kVvOisRAkBNB1DyOvOw,y9y8NFA-xZ6S7VRDiFkBfg,4
803814,120099,WssZUiPMfcIcM7gdaySlZQ,cfggUk66F01Av4YWZJXcnA,5
803878,32612,Wt3o8vSwv0GLYZlGCg2M7A,A7jbtXYFAZhErOW7xIQinA,1
803878,68005,Wt3o8vSwv0GLYZlGCg2M7A,M27gWyT2EpCCj-dSnXDJwA,1
803878,30644,Wt3o8vSwv0GLYZlGCg2M7A,9U4Tqt5SkZKQ6eeH6IPSxQ,5
803878,79539,Wt3o8vSwv0GLYZlGCg2M7A,PyrcymoNDAJDm_Zn9yl-7A,5
803878,97751,Wt3o8vSwv0GLYZlGCg2M7A,W70JrBKLDFV86PpgFu5m8Q,3
803878,16736,Wt3o8vSwv0GLYZlGCg2M7A,4k3RlMAMd46DZ_JyZU0lMg,5
804188,63561,WtquJwrCw5e0eKn2EiiBWQ,KXaoMnxau0tei2uRZuA9mQ,2
804188,86920,WtquJwrCw5e0eKn2EiiBWQ,SUd3IyEN7n5OYEGyt_U5lg,3
804188,977,WtquJwrCw5e0eKn2EiiBWQ,-K3kqmykKlhlB4arCsLHOw,4
804188,173626,WtquJwrCw5e0eKn2EiiBWQ,uuaH1UNcqcV-alT6nh42WA,5
804221,119737,WtwDpOerfS3p0r3ovUJ0aA,cYwJA2A6I12KNkm2rtXd5g,4
804221,151859,WtwDpOerfS3p0r3ovUJ0aA,nUpz0YiBsOK7ff9k3vUJ3A,4
804880,159580,Wvfi99WvoMZFgVIl9Y89vQ,q5sa3zjAwIYMAgfPVxOdHw,4
804880,43405,Wvfi99WvoMZFgVIl9Y89vQ,DkIEhR8behaIoSexekWV0Q,5
805068,185446,WwDvcjKQDYT0Am10uGj1Ew,yvwK4MO2qnSZE5ggYGyk1A,5
805068,96400,WwDvcjKQDYT0Am10uGj1Ew,VeBNqe1pI5QBxVbquv0uoQ,5
805186,122358,WwW0bh9cXtyl4ruIKjlAqg,dThrFTK_bqo1woPvUgY70g,4
805186,46928,WwW0bh9cXtyl4ruIKjlAqg,EveFgxNoHkrs8ncSjkoINA,3
805186,71225,WwW0bh9cXtyl4ruIKjlAqg,N8uKQ5Vdb1LAh-qXT_25Rg,4
805186,128059,WwW0bh9cXtyl4ruIKjlAqg,fOnpoMXToa5Qiyg95E6ENg,4
805186,62390,WwW0bh9cXtyl4ruIKjlAqg,K7lWdNUhCbcnEvI0NhGewg,2
805186,146040,WwW0bh9cXtyl4ruIKjlAqg,lXZvgVmIz-ko1OiCG-VDTw,3
805186,185362,WwW0bh9cXtyl4ruIKjlAqg,ytrjNSTjtkBopBLtHDSnlQ,3
805186,118424,WwW0bh9cXtyl4ruIKjlAqg,c5x6HWB8MTZvlTgabihaSw,5
805186,80141,WwW0bh9cXtyl4ruIKjlAqg,QAuQV01Yz2Gl89ZN6c1F4w,4
805186,91146,WwW0bh9cXtyl4ruIKjlAqg,TulmRC5V0--dnXYd_GOSvA,2
805186,11823,WwW0bh9cXtyl4ruIKjlAqg,34VuBMNaG9nJiyqsnoEgPg,4
805186,107687,WwW0bh9cXtyl4ruIKjlAqg,ZUz_qc4z8bTOGUoa644eQQ,4
805186,46258,WwW0bh9cXtyl4ruIKjlAqg,EhplcymNbSX5TvPgGilL7Q,3
